Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Food and drink,Online boarding,Inflight entertainment,On-board service,Leg room service,Inflight service,Departure Delay in Minutes,Arrival Delay in Minutes,Churn
1,1,1,4,1,4,1,4,2,0,0,Churn
2,1,1,2,1,2,4,4,4,9,12,Churn
3,4,2,2,4,5,5,2,5,5,6,Churn
3,3,3,5,3,5,4,4,5,0,0,Churn
2,2,4,5,5,4,4,4,4,0,3,Not churn
3,2,2,3,4,3,3,3,3,0,0,Not churn
2,2,2,4,2,4,5,5,4,0,0,Churn
3,2,2,3,3,3,3,2,3,0,2,Churn
2,2,2,1,2,1,3,3,4,7,5,Churn
5,4,4,5,5,5,1,3,3,4,0,Not churn
3,3,3,4,5,4,4,4,4,0,0,Not churn
4,5,4,2,4,3,3,4,3,3,0,Churn
2,2,2,4,2,4,1,4,3,0,0,Churn
3,4,4,3,3,3,3,2,3,0,0,Churn
3,1,3,3,3,3,1,3,1,2,0,Churn
3,2,4,5,4,3,3,3,3,0,0,Churn
4,4,4,4,3,4,5,2,4,0,0,Not churn
5,5,5,3,4,5,5,5,5,30,5,Not churn
1,4,1,2,1,2,4,4,5,0,0,Churn
2,5,2,5,2,5,5,2,4,0,0,Churn
3,4,3,5,3,5,1,5,5,10,8,Churn
3,3,3,3,5,4,4,4,4,38,33,Not churn
2,2,2,4,4,5,5,5,5,0,0,Not churn
3,3,2,3,4,5,5,5,5,0,0,Not churn
2,1,2,5,2,5,2,5,3,0,0,Churn
5,5,5,5,5,5,5,5,5,0,0,Not churn
2,5,2,4,2,4,3,5,5,31,30,Churn
3,1,3,5,3,5,4,2,4,11,12,Churn
0,0,0,4,5,2,2,1,2,0,4,Not churn
5,5,5,5,4,4,4,4,4,1,3,Not churn
1,2,1,2,1,2,3,2,4,0,0,Churn
0,0,0,4,4,4,4,2,5,0,0,Not churn
3,3,3,5,3,5,3,2,5,0,6,Churn
1,1,1,4,5,2,2,2,2,0,0,Not churn
0,2,0,4,3,1,1,0,1,20,15,Not churn
4,1,1,4,4,4,4,4,2,0,0,Not churn
2,3,3,4,3,2,2,2,2,8,0,Churn
2,4,5,2,2,2,2,2,3,11,13,Churn
4,1,4,5,4,5,4,1,4,0,7,Churn
4,0,4,3,4,3,3,5,4,0,0,Churn
2,2,2,5,2,5,1,5,3,0,0,Churn
0,0,0,4,0,4,5,4,4,27,25,Not churn
1,3,1,3,1,1,1,1,1,0,0,Churn
1,4,1,5,1,5,4,2,5,0,0,Churn
0,4,0,4,0,4,4,3,4,0,0,Not churn
5,0,5,5,5,5,1,5,4,81,71,Not churn
4,3,3,5,3,4,4,4,4,0,0,Not churn
1,1,2,1,3,5,5,5,5,2,0,Not churn
1,5,5,1,1,1,2,1,4,0,8,Churn
3,3,3,1,4,5,5,5,5,0,0,Not churn
3,2,2,3,3,3,4,2,4,0,0,Churn
4,5,0,5,0,5,1,3,5,29,42,Churn
3,2,3,1,3,1,3,3,3,5,51,Churn
4,1,4,1,4,4,4,4,4,0,0,Not churn
3,3,3,4,2,4,4,4,4,0,5,Not churn
3,4,3,5,3,5,3,2,4,0,0,Churn
2,2,2,2,2,2,3,5,4,23,28,Churn
3,5,5,5,2,3,3,2,3,0,15,Churn
3,5,3,2,3,2,3,3,4,0,0,Churn
2,5,2,1,2,1,1,2,1,0,0,Churn
5,5,5,4,5,4,2,2,4,0,0,Not churn
5,4,1,5,5,5,2,1,5,28,19,Not churn
4,4,4,4,5,4,4,4,4,14,0,Not churn
2,2,2,4,5,4,4,4,4,0,0,Not churn
4,2,4,3,3,4,4,4,4,16,13,Churn
3,0,3,1,3,1,5,4,4,0,0,Churn
5,5,5,5,4,4,4,4,4,4,0,Not churn
2,2,2,5,4,4,4,4,4,0,0,Not churn
5,4,4,5,5,5,1,3,2,0,0,Not churn
4,4,4,1,4,1,2,1,4,10,54,Not churn
2,2,2,2,2,2,2,2,4,63,106,Churn
3,3,3,5,3,5,2,4,4,89,102,Churn
3,3,3,2,4,5,5,5,5,0,0,Not churn
2,2,2,5,2,5,3,1,4,1,0,Churn
2,2,2,2,1,4,4,4,4,0,0,Not churn
5,5,5,2,5,5,5,5,5,0,0,Not churn
2,1,2,2,1,3,1,1,3,0,0,Churn
5,5,5,5,2,5,5,5,5,0,0,Not churn
1,3,3,1,1,1,4,4,2,0,0,Churn
3,5,3,2,4,5,5,3,5,0,0,Churn
3,3,3,4,4,4,1,1,5,0,0,Not churn
3,4,3,1,3,1,4,4,5,0,6,Churn
4,4,4,3,4,3,2,2,2,0,0,Churn
3,3,3,3,4,4,4,4,4,0,0,Not churn
2,2,2,5,5,5,4,4,1,0,0,Not churn
5,1,1,5,5,5,3,4,5,0,0,Not churn
1,3,1,3,2,4,4,1,4,0,0,Churn
3,4,5,3,3,3,4,4,2,34,16,Churn
4,3,3,4,4,4,2,2,5,0,0,Not churn
2,3,3,2,3,2,4,4,2,0,0,Not churn
1,4,1,4,1,4,4,3,5,0,0,Churn
3,4,3,1,3,1,3,4,5,13,21,Churn
5,5,5,5,5,3,2,3,5,182,185,Not churn
3,4,3,3,5,2,2,3,2,59,49,Churn
5,0,5,2,5,2,5,4,4,25,23,Not churn
2,2,2,1,2,1,4,5,3,5,0,Churn
2,2,2,4,2,4,5,4,2,0,0,Churn
3,4,3,1,3,1,4,4,4,0,1,Churn
4,4,4,5,5,5,5,5,5,0,0,Not churn
3,4,3,1,3,1,1,3,1,8,0,Churn
1,1,1,2,2,2,5,3,2,0,0,Not churn
1,1,1,4,4,5,5,4,5,0,0,Not churn
3,3,3,2,4,3,3,3,3,0,0,Churn
4,4,4,4,4,3,5,4,3,224,221,Not churn
4,0,5,2,5,2,5,5,4,26,29,Not churn
2,2,2,2,2,2,4,1,2,0,0,Churn
4,4,4,1,4,1,4,5,4,0,0,Not churn
5,5,5,3,5,4,4,4,4,0,1,Not churn
3,5,3,1,3,1,4,4,4,0,0,Churn
3,2,3,3,3,3,1,4,1,0,0,Churn
3,3,3,2,4,5,5,5,5,8,11,Not churn
2,3,2,2,3,2,4,4,4,162,131,Churn
1,1,1,5,4,4,4,4,4,0,0,Not churn
4,3,3,4,4,4,2,4,4,19,5,Not churn
2,3,2,5,2,5,1,4,2,4,0,Churn
3,1,1,3,3,3,1,5,3,0,0,Churn
1,2,1,1,2,3,3,4,3,244,235,Churn
4,4,4,5,5,5,1,4,3,0,0,Not churn
4,5,4,5,4,5,3,2,4,1,0,Churn
2,2,2,3,4,5,5,5,5,0,0,Not churn
4,3,3,4,4,4,5,5,2,6,2,Not churn
3,3,3,3,3,3,3,3,3,0,0,Churn
2,4,4,2,2,2,1,1,2,38,32,Churn
3,4,0,4,0,4,5,3,5,0,0,Churn
5,1,5,5,5,3,2,5,4,112,124,Not churn
5,4,5,5,5,5,3,4,4,0,0,Not churn
3,3,3,2,4,4,4,4,4,0,0,Not churn
2,2,2,5,4,5,5,5,5,0,0,Not churn
2,3,3,4,3,4,2,1,3,0,0,Churn
4,4,3,2,3,5,5,3,5,0,0,Churn
5,5,3,4,4,4,3,3,4,8,0,Not churn
2,1,1,2,2,2,5,5,4,0,5,Churn
3,2,3,3,3,3,4,5,3,0,10,Churn
5,5,5,3,4,4,4,4,4,5,0,Not churn
5,3,3,1,3,5,5,5,5,0,0,Not churn
0,4,0,1,2,2,2,0,2,2,0,Not churn
5,5,5,2,0,2,3,4,4,0,0,Not churn
1,1,1,3,3,5,5,5,5,27,28,Not churn
4,5,5,4,4,4,1,5,3,38,31,Churn
0,5,5,0,1,0,4,3,4,86,59,Churn
3,3,3,2,5,5,5,5,5,0,11,Not churn
2,5,5,2,2,2,3,1,4,0,0,Churn
5,3,3,4,1,5,5,5,5,8,0,Not churn
2,1,2,5,5,3,3,4,3,0,12,Not churn
5,5,5,5,4,5,4,2,5,4,0,Not churn
1,1,4,5,5,5,2,1,5,7,0,Not churn
4,4,4,3,5,5,5,5,5,0,0,Not churn
3,4,3,3,3,5,2,4,5,0,14,Churn
3,4,3,1,3,1,3,5,4,0,0,Churn
3,4,3,1,3,1,3,3,5,0,0,Churn
4,4,4,3,4,5,5,5,5,0,0,Not churn
2,0,2,4,2,4,4,3,5,0,3,Churn
5,5,5,5,5,5,3,4,4,0,0,Not churn
2,2,2,5,5,4,4,4,4,0,1,Not churn
2,5,2,2,2,2,3,4,4,0,0,Churn
5,5,1,1,2,5,5,5,5,0,0,Not churn
4,4,4,3,4,3,1,4,1,16,32,Churn
2,5,2,5,2,5,3,3,5,0,0,Churn
3,4,3,4,3,2,2,3,2,11,11,Churn
1,5,5,5,3,1,1,1,1,37,29,Churn
2,1,2,2,2,4,4,3,2,118,166,Churn
4,4,4,5,5,5,4,2,5,0,2,Not churn
3,5,5,3,3,3,2,5,2,3,0,Churn
5,5,5,5,4,5,5,5,5,40,35,Not churn
4,3,4,1,4,1,3,5,5,0,0,Not churn
2,2,2,3,2,3,1,4,3,5,0,Churn
4,4,4,1,4,1,4,3,5,105,102,Not churn
3,4,3,1,3,1,4,5,5,0,0,Churn
2,3,3,5,3,2,2,2,2,5,25,Churn
1,3,1,3,1,3,3,1,5,0,14,Churn
1,2,1,4,1,4,1,2,4,27,36,Churn
2,2,1,4,1,4,4,4,3,0,0,Churn
1,1,1,1,1,1,5,5,5,17,10,Churn
5,5,0,5,0,5,4,2,5,0,0,Not churn
5,2,5,2,5,2,1,2,3,0,0,Not churn
4,4,4,1,3,4,4,4,4,18,15,Not churn
3,3,3,5,2,5,5,5,5,0,1,Not churn
2,2,2,2,5,5,5,5,5,0,0,Not churn
2,1,1,3,3,2,2,2,2,0,0,Churn
2,2,2,2,3,5,5,5,5,8,37,Not churn
2,1,2,3,2,3,2,4,3,19,19,Churn
3,3,3,3,3,3,2,5,3,12,5,Not churn
4,4,4,4,5,4,4,4,4,0,0,Not churn
4,4,4,1,4,1,3,3,4,0,2,Churn
3,3,3,5,4,4,4,4,4,33,45,Not churn
0,4,0,5,0,5,4,4,5,6,9,Not churn
1,2,1,1,3,1,1,1,1,0,14,Churn
2,2,2,3,2,3,4,1,4,0,6,Churn
5,5,5,4,4,4,4,4,4,0,0,Not churn
5,2,5,1,2,1,3,2,4,2,0,Not churn
3,3,3,3,1,3,3,4,1,0,0,Churn
3,3,4,4,4,4,1,4,1,29,36,Not churn
3,3,3,3,5,4,3,3,3,137,117,Churn
1,0,1,5,1,5,5,3,5,0,0,Churn
4,4,4,5,4,5,5,2,4,3,0,Not churn
2,4,2,2,1,5,4,4,5,207,224,Churn
3,4,3,3,3,4,4,3,4,0,0,Churn
4,4,4,3,4,5,5,5,5,0,0,Not churn
4,3,4,5,1,1,1,4,1,14,0,Churn
3,1,3,4,4,5,5,3,5,0,0,Churn
3,4,5,3,5,3,1,2,4,10,21,Churn
4,5,5,3,3,3,2,3,4,0,4,Churn
1,3,1,3,1,3,4,3,3,0,0,Churn
1,1,1,5,5,4,4,4,4,8,0,Not churn
3,3,3,4,4,4,3,5,5,0,0,Not churn
3,3,3,4,3,4,4,4,4,0,0,Not churn
3,3,3,3,5,1,4,1,3,1,0,Churn
1,1,1,3,1,3,3,5,5,3,0,Churn
5,5,5,4,1,5,5,4,5,0,0,Churn
1,1,1,4,4,4,5,4,4,25,38,Not churn
5,5,5,4,4,5,5,5,5,0,0,Not churn
4,3,4,5,3,4,4,4,4,27,50,Not churn
3,1,3,5,3,5,2,5,3,0,0,Churn
2,1,2,4,4,4,4,5,4,0,0,Not churn
2,2,2,3,2,3,4,3,4,0,0,Churn
0,4,0,4,0,4,3,2,5,0,3,Not churn
1,5,1,5,1,2,2,1,2,3,0,Churn
5,4,4,5,5,5,1,5,2,0,1,Not churn
4,4,4,2,4,4,4,4,4,9,10,Not churn
2,4,4,2,2,2,3,2,2,5,0,Churn
2,2,2,5,4,5,5,5,5,45,48,Not churn
3,0,0,1,0,1,5,2,1,0,0,Churn
4,4,4,5,5,5,5,5,5,0,0,Not churn
3,1,3,1,3,1,1,5,3,14,7,Churn
2,3,3,2,2,2,4,3,3,0,2,Churn
1,4,1,2,1,2,4,5,4,1,0,Churn
2,1,2,2,2,2,2,1,2,0,9,Churn
1,1,1,2,4,4,4,4,4,5,1,Not churn
2,2,2,1,3,2,2,2,2,13,41,Churn
3,3,3,3,3,3,3,4,3,0,0,Churn
4,5,4,2,4,2,3,5,5,0,0,Not churn
1,1,4,5,5,3,2,5,5,202,182,Not churn
2,4,4,2,2,2,4,4,3,0,0,Churn
3,3,3,1,3,1,3,2,3,5,40,Churn
4,4,4,4,4,4,3,3,4,2,0,Churn
2,5,2,4,2,4,3,5,4,92,70,Churn
4,4,4,4,4,4,3,3,2,0,0,Not churn
1,3,2,2,2,2,4,3,4,36,32,Churn
1,1,1,5,5,5,2,2,5,0,0,Not churn
2,2,2,5,5,5,5,5,5,16,11,Not churn
4,4,4,5,2,5,5,5,5,2,0,Not churn
2,2,2,1,2,1,4,4,5,0,0,Churn
4,1,1,4,4,3,4,4,4,404,413,Churn
1,1,1,4,5,4,4,4,4,0,0,Not churn
4,4,4,3,4,3,3,3,3,3,2,Churn
1,3,1,1,3,4,4,1,4,49,69,Churn
2,1,2,2,4,4,2,3,2,31,14,Churn
4,4,4,4,2,4,4,4,4,0,0,Not churn
2,2,2,5,5,5,5,2,4,43,20,Not churn
2,4,2,1,2,1,5,3,4,37,38,Churn
2,2,2,4,3,3,3,2,3,40,21,Churn
4,4,4,4,5,5,5,5,5,0,0,Not churn
2,2,2,2,2,2,4,3,4,15,8,Churn
3,5,3,3,3,3,3,4,5,0,0,Churn
4,5,4,4,4,4,4,3,3,0,0,Churn
1,1,2,1,5,4,4,4,4,112,126,Not churn
3,4,2,2,2,2,5,2,1,0,0,Churn
4,1,1,4,4,4,3,3,5,0,0,Not churn
3,5,5,3,3,2,2,4,4,40,12,Churn
3,4,3,1,3,1,2,3,4,40,44,Churn
1,5,5,5,3,1,1,1,1,0,0,Churn
1,1,5,4,2,5,5,4,5,0,0,Not churn
2,3,2,4,2,4,5,1,3,4,4,Churn
2,1,1,2,2,2,4,1,4,14,13,Churn
0,5,0,1,2,4,4,4,4,0,0,Not churn
3,5,5,5,2,3,3,3,3,81,82,Churn
2,2,2,5,5,5,4,2,4,0,0,Not churn
4,4,4,2,4,4,4,4,4,0,0,Not churn
3,3,3,3,3,3,4,4,4,0,0,Churn
2,2,2,5,5,5,5,4,5,0,0,Not churn
4,4,4,3,4,3,2,2,3,3,2,Churn
3,2,2,4,3,3,3,3,3,0,1,Not churn
2,5,5,2,3,2,2,2,2,0,0,Churn
3,5,3,4,3,4,5,3,5,17,6,Churn
1,5,3,2,5,1,1,3,1,33,25,Churn
3,5,5,1,5,1,4,2,5,0,0,Churn
4,4,4,3,5,4,4,4,4,15,7,Not churn
1,4,1,2,1,2,5,2,5,0,0,Churn
1,1,1,3,4,4,4,4,4,0,0,Not churn
4,3,3,2,4,1,3,3,2,0,0,Churn
2,2,2,3,2,3,1,1,3,0,0,Churn
2,5,4,2,2,2,1,2,3,0,17,Churn
5,5,5,2,5,5,5,5,5,6,0,Not churn
4,4,4,3,4,3,4,4,5,0,0,Not churn
2,4,2,2,2,2,4,2,4,0,0,Churn
5,5,5,4,4,5,5,5,5,0,0,Not churn
1,1,1,5,2,4,4,4,4,0,0,Not churn
5,3,5,1,5,1,2,5,1,0,0,Not churn
4,4,4,5,5,5,5,2,4,1,4,Not churn
2,2,4,5,4,2,2,2,2,2,3,Churn
4,2,2,2,3,4,4,4,4,0,4,Not churn
1,1,0,4,0,4,4,5,4,6,0,Churn
3,4,3,5,3,5,3,5,4,2,0,Churn
2,5,3,4,3,2,2,2,2,0,0,Churn
4,1,4,1,4,2,2,4,2,0,0,Churn
4,4,4,4,4,5,5,5,5,51,48,Not churn
2,4,2,1,2,1,3,3,5,0,0,Churn
1,1,1,5,5,4,4,4,4,0,0,Not churn
1,5,1,5,4,4,4,4,4,1,0,Not churn
2,0,2,2,5,1,1,2,1,0,0,Churn
5,5,5,5,5,2,2,2,2,8,3,Not churn
3,4,3,2,3,1,1,3,1,4,0,Churn
0,0,0,3,4,1,1,1,1,0,0,Not churn
1,5,1,2,1,2,1,2,4,0,0,Churn
4,4,4,3,4,5,5,5,5,0,0,Not churn
1,2,2,5,2,5,3,3,4,27,27,Churn
5,5,5,5,5,5,5,2,5,16,0,Not churn
4,4,4,2,5,3,3,4,3,0,0,Not churn
2,3,3,5,4,2,2,2,2,0,4,Churn
1,2,2,1,3,1,1,1,1,0,0,Churn
1,3,1,5,3,5,5,5,5,0,0,Not churn
5,2,2,5,5,5,2,3,1,0,0,Not churn
5,5,5,4,4,4,4,5,4,0,0,Not churn
3,4,3,4,3,4,3,3,2,0,0,Churn
2,2,2,3,2,3,1,4,3,0,0,Churn
5,4,4,5,5,5,2,3,3,0,0,Not churn
3,3,3,5,5,5,3,2,5,0,0,Not churn
2,2,2,3,2,3,5,2,5,0,0,Churn
3,3,4,2,5,5,5,5,5,13,13,Not churn
1,3,1,4,1,4,4,1,4,0,0,Churn
1,1,1,5,5,5,5,5,5,32,32,Not churn
2,4,2,5,5,3,3,2,3,0,0,Churn
4,4,4,3,5,4,4,4,4,0,0,Not churn
3,4,3,3,3,3,2,2,4,97,123,Churn
2,4,2,2,2,2,3,2,3,0,0,Churn
3,3,3,3,3,3,2,5,3,0,0,Churn
4,4,4,5,4,5,2,4,1,23,21,Churn
2,3,2,2,2,2,4,5,4,41,28,Churn
5,5,5,4,4,4,3,3,4,0,0,Not churn
3,3,3,2,4,5,5,5,5,14,28,Not churn
3,4,3,3,3,5,5,3,5,0,10,Churn
2,5,5,3,4,2,2,2,2,91,83,Churn
2,2,3,1,3,1,1,4,3,0,0,Churn
3,4,3,3,4,4,3,5,3,0,0,Churn
2,5,4,3,4,3,3,3,4,47,47,Churn
1,5,1,2,1,2,4,5,5,0,0,Churn
4,5,5,4,4,4,4,3,3,0,0,Not churn
1,3,3,3,2,1,1,1,1,0,0,Churn
2,2,2,3,2,3,5,3,4,14,9,Churn
2,4,2,2,5,5,5,2,5,0,0,Churn
3,3,3,2,4,5,5,5,5,26,13,Not churn
3,1,3,4,3,4,4,3,4,0,0,Churn
2,2,3,4,4,3,3,4,3,22,0,Not churn
4,2,2,4,4,4,4,4,3,9,2,Churn
2,4,4,4,2,2,2,2,2,0,9,Churn
5,3,5,4,5,4,1,3,3,0,0,Not churn
3,3,3,2,3,2,2,3,3,0,0,Churn
1,1,1,3,3,3,4,2,5,0,0,Not churn
3,5,5,1,4,3,3,3,3,21,6,Churn
2,5,2,3,2,3,4,2,5,2,0,Churn
3,4,3,4,5,3,3,3,3,18,11,Churn
2,2,2,4,4,5,5,5,5,0,0,Not churn
5,1,1,5,5,5,4,4,5,32,31,Not churn
4,4,2,2,2,2,3,3,4,11,15,Churn
3,3,3,2,5,5,5,5,5,0,3,Not churn
4,3,3,2,3,2,4,2,4,7,15,Churn
3,2,3,2,3,2,2,4,3,0,0,Churn
5,3,5,5,4,5,5,3,3,72,52,Not churn
4,4,4,5,4,5,4,2,5,0,0,Churn
3,5,3,4,5,5,5,3,5,2,0,Churn
5,2,5,2,4,2,2,2,2,0,0,Not churn
3,2,2,1,2,1,3,3,3,3,2,Churn
4,0,4,1,4,1,5,4,5,7,0,Not churn
2,2,2,3,5,5,5,5,5,23,26,Not churn
4,2,2,4,4,4,3,1,4,0,14,Not churn
2,4,2,5,2,5,5,3,5,0,0,Churn
1,1,1,4,5,5,5,5,5,0,0,Not churn
4,4,3,3,3,3,3,2,5,0,0,Not churn
2,2,2,4,4,4,4,4,4,0,13,Not churn
2,2,2,2,2,2,2,2,3,0,0,Churn
3,1,3,1,4,4,4,3,4,0,0,Churn
1,5,1,3,1,3,3,2,4,1,17,Churn
1,1,1,5,5,4,4,4,4,197,183,Not churn
4,3,3,5,4,5,4,2,2,0,0,Not churn
4,5,5,4,4,4,4,4,4,0,0,Churn
4,2,4,2,4,2,4,2,3,0,0,Churn
3,3,3,2,5,4,4,4,4,0,0,Not churn
3,4,3,5,4,2,2,3,2,0,0,Churn
3,2,4,3,4,3,4,2,2,0,0,Churn
3,3,3,2,4,5,5,5,5,0,0,Not churn
1,4,1,3,1,3,2,1,1,0,0,Churn
1,4,1,4,1,4,5,3,4,0,0,Churn
3,5,3,4,3,4,1,3,4,0,0,Churn
1,5,2,2,3,5,2,5,3,2,33,Churn
3,3,3,4,5,5,5,5,5,1,3,Not churn
2,1,1,2,2,1,3,4,4,178,198,Churn
3,2,3,5,3,5,4,3,4,0,0,Churn
2,3,2,4,2,4,3,4,3,0,0,Churn
2,2,2,3,5,5,5,5,5,8,0,Not churn
3,5,3,5,3,5,3,2,5,0,0,Churn
4,2,2,4,4,4,2,3,3,15,12,Churn
2,3,2,3,2,3,2,2,1,0,4,Churn
2,4,2,1,2,1,3,2,4,121,111,Churn
4,4,4,4,4,4,5,4,4,34,35,Churn
1,1,1,4,1,4,4,3,4,7,4,Churn
2,0,2,2,2,2,4,1,1,0,0,Churn
4,1,5,4,3,3,3,5,3,15,0,Not churn
3,1,1,4,4,3,3,3,3,10,4,Churn
5,5,5,2,5,4,4,4,4,0,0,Not churn
5,5,5,4,5,5,5,5,5,3,0,Not churn
4,2,2,3,4,3,1,5,2,9,0,Churn
4,4,4,3,4,3,4,3,4,0,0,Churn
4,4,3,5,3,5,3,5,5,0,0,Churn
3,3,3,5,1,5,5,5,5,71,65,Not churn
5,5,5,3,3,3,3,5,5,3,0,Not churn
3,2,2,3,3,3,3,1,2,0,0,Not churn
3,3,3,5,1,5,5,5,5,0,0,Not churn
4,4,4,2,4,5,5,5,5,24,18,Not churn
1,1,1,3,4,5,5,5,5,0,0,Not churn
4,4,4,2,4,2,4,2,4,0,0,Not churn
3,4,3,3,3,3,5,5,4,18,18,Churn
3,5,0,5,0,5,4,2,4,14,18,Churn
2,5,0,3,4,1,1,0,1,62,71,Churn
3,1,3,3,4,5,5,3,5,17,8,Churn
4,0,4,2,4,2,2,5,1,0,7,Not churn
3,3,3,2,5,5,5,4,5,42,37,Not churn
4,5,5,4,4,4,3,4,4,0,0,Not churn
4,4,4,3,4,3,1,1,2,108,105,Churn
3,4,3,1,3,1,3,2,5,5,0,Churn
1,2,1,1,1,1,2,3,2,0,0,Churn
5,5,5,4,4,4,1,4,3,54,61,Not churn
2,2,2,5,5,5,5,5,5,0,0,Not churn
2,2,2,5,3,4,4,4,4,28,34,Not churn
4,4,4,3,4,5,5,5,5,0,0,Not churn
1,4,2,1,2,1,1,1,1,4,0,Churn
1,2,5,2,5,2,4,5,4,0,3,Churn
3,5,3,5,4,3,3,3,3,0,0,Churn
2,2,2,2,2,2,3,4,4,50,47,Churn
2,4,3,1,3,1,3,3,5,0,0,Churn
5,5,5,3,5,4,4,4,4,7,0,Not churn
3,3,3,2,3,2,3,5,1,2,0,Churn
4,4,4,1,4,1,4,4,4,0,0,Not churn
4,2,2,3,3,4,4,4,4,0,0,Churn
2,0,2,2,2,2,5,4,4,0,0,Churn
2,2,2,3,2,3,2,1,2,0,2,Churn
2,4,3,5,4,2,2,2,2,0,0,Churn
4,5,4,1,4,1,5,2,5,3,0,Not churn
5,4,5,5,4,4,4,5,4,0,0,Not churn
1,2,1,4,1,4,1,4,3,1,0,Churn
3,1,1,4,1,3,3,4,3,2,0,Churn
4,4,4,4,4,4,5,2,1,0,0,Not churn
1,1,4,4,3,3,3,4,3,0,11,Not churn
1,2,3,1,4,2,2,2,2,55,52,Churn
2,2,2,4,5,4,4,4,4,32,27,Not churn
3,5,5,3,4,3,3,3,3,5,0,Churn
3,1,1,3,3,3,3,3,3,13,2,Churn
2,4,2,4,2,4,4,4,4,17,0,Churn
3,3,3,2,4,4,4,4,4,0,0,Not churn
5,5,5,4,4,4,3,4,4,8,6,Not churn
5,5,5,5,5,4,4,4,4,0,0,Not churn
3,4,3,5,5,4,4,3,4,0,0,Churn
3,0,4,4,4,4,3,2,4,4,0,Churn
2,2,2,2,2,2,3,5,3,114,90,Churn
2,4,2,1,2,1,3,4,4,0,0,Churn
3,3,3,3,3,3,2,4,4,10,2,Churn
3,3,3,5,3,5,3,5,4,11,13,Churn
1,1,1,2,5,5,5,4,5,0,0,Not churn
2,2,3,1,2,4,4,5,4,10,1,Not churn
3,5,3,5,3,5,4,4,4,40,83,Churn
3,4,3,4,3,4,3,3,5,87,74,Churn
3,1,2,4,4,3,3,3,3,43,24,Churn
2,3,4,4,4,4,4,3,4,0,0,Churn
3,1,1,5,3,3,3,3,3,13,1,Churn
4,4,4,2,5,4,4,4,4,26,26,Not churn
2,2,2,1,2,1,4,5,4,0,0,Churn
1,1,1,4,5,5,5,5,5,0,0,Not churn
4,3,4,5,5,4,4,4,4,0,0,Not churn
3,1,1,3,3,3,3,5,3,0,0,Churn
3,4,3,3,3,3,5,4,5,0,0,Churn
1,1,1,2,4,4,4,4,4,0,0,Not churn
3,3,3,1,3,1,2,2,3,0,0,Churn
4,4,4,1,4,1,3,4,4,82,84,Churn
1,1,1,5,5,5,2,1,3,0,0,Not churn
2,5,5,2,4,2,2,2,2,0,18,Churn
5,4,5,1,5,1,3,3,5,0,0,Not churn
4,4,4,2,3,4,4,4,4,0,0,Churn
2,1,1,3,2,3,3,2,3,9,0,Churn
1,1,1,4,5,5,5,5,5,0,0,Not churn
2,4,4,5,3,2,2,2,2,0,0,Churn
2,3,2,3,2,3,3,2,1,0,0,Churn
0,4,0,3,0,3,1,1,5,0,10,Not churn
4,4,4,4,5,4,5,4,4,175,169,Churn
3,5,5,3,2,3,3,3,3,0,0,Churn
3,5,4,5,4,5,3,2,5,0,5,Churn
2,0,2,5,2,5,4,3,5,0,0,Churn
5,5,5,3,5,4,4,4,4,23,15,Not churn
0,0,0,4,4,4,4,4,4,57,31,Not churn
2,4,2,5,2,5,4,4,1,0,0,Churn
3,4,1,5,1,5,2,2,5,0,0,Churn
2,4,4,5,3,3,3,2,3,0,0,Churn
3,3,3,5,5,5,3,4,4,0,0,Not churn
3,2,3,5,3,5,3,3,3,0,0,Churn
4,3,4,2,4,2,4,3,4,0,0,Not churn
3,5,3,4,3,4,4,1,1,0,0,Churn
2,2,2,2,3,4,4,5,4,0,0,Not churn
4,4,4,3,4,3,3,2,4,55,50,Not churn
2,5,3,1,3,1,4,5,4,0,0,Churn
1,1,1,5,5,4,4,4,4,0,0,Not churn
3,5,3,4,2,2,2,3,2,0,0,Churn
2,5,2,4,2,4,2,2,3,0,8,Churn
3,1,4,2,4,3,3,3,3,0,19,Churn
2,1,2,2,1,1,2,3,1,2,0,Churn
3,3,3,5,5,3,3,4,3,6,0,Not churn
5,5,5,3,4,5,5,5,5,0,0,Not churn
1,1,1,5,4,4,4,5,4,10,0,Not churn
4,2,4,2,2,1,1,4,1,2,0,Churn
3,3,3,2,5,5,5,5,5,0,0,Not churn
4,4,4,2,4,2,3,3,4,12,16,Churn
5,1,1,5,5,5,1,1,1,10,7,Not churn
3,3,3,2,4,5,5,3,5,4,12,Churn
4,4,5,4,4,4,4,4,4,3,6,Churn
1,5,1,5,1,5,4,4,5,10,0,Churn
3,4,2,4,2,4,4,4,4,40,33,Churn
2,2,2,2,4,5,5,5,5,0,0,Not churn
1,2,1,2,1,2,2,4,3,0,0,Churn
4,3,4,4,3,4,3,1,3,52,48,Churn
3,5,3,4,3,4,4,4,4,58,47,Churn
1,1,1,3,5,4,4,4,4,0,0,Not churn
0,5,0,5,5,4,4,4,4,0,0,Not churn
1,1,5,3,4,4,4,4,4,0,0,Not churn
5,2,4,5,5,5,1,5,5,0,0,Not churn
2,3,2,1,2,1,4,3,3,0,0,Churn
1,2,2,5,4,1,1,1,1,0,0,Churn
3,2,3,1,3,1,2,3,3,0,34,Churn
1,1,1,1,1,1,2,5,3,0,0,Churn
